Time, q_r1, q_r2, q_r3, q_r4, q_r5, q_r6, q_r7, q_r8, q_r9, dq_r1, dq_r2, dq_r3, dq_r4, dq_r5, dq_r6, dq_r7, dq_r8, dq_r9, q_n1, q_n2, q_n3, q_n4, q_n5, q_n6, q_n7, q_n8, q_n9, dq_n1, dq_n2, dq_n3, dq_n4, dq_n5, dq_n6, dq_n7, dq_n8, dq_n9
72.33, 0.117234, 0.162277, 0.0562286, -0.590678, -0.0728356, -1.49516, 1.80357e-05, -1.57715, -0.532703, 0.102247, 0.00143699, -0.000460573, -0.140245, 0.142622, -0.154507, 0.00284774, 0.0113909, -0.137641, 0.11707, 0.162288, 0.0562263, -0.592518, -0.0717648, -1.49583, -2.74384e-06, -1.57395, -0.536292, 0.102964, 2.05148e-05, -1.13168e-06, -0.137664, 0.139996, -0.152902, 3.78704e-07, 0.012901, -0.137665, 
72.43, 0.127496, 0.162332, 0.0562074, -0.604831, -0.0587516, -1.51017, 1.99342e-05, -1.57599, -0.546652, 0.103574, -0.000773763, -0.000460573, -0.142622, 0.135491, -0.147376, -0, 0.0151879, -0.148082, 0.127367, 0.16229, 0.0562263, -0.606563, -0.0579689, -1.51077, -2.69254e-06, -1.5728, -0.550337, 0.102978, 2.41262e-05, -1.24452e-06, -0.14325, 0.135892, -0.146015, 5.31016e-07, 0.0101159, -0.143251, 
72.53, 0.137503, 0.162318, 0.0561432, -0.619203, -0.0456336, -1.52428, 1.89849e-05, -1.57506, -0.561181, 0.101031, -0.00044215, -0.000921146, -0.146584, 0.134699, -0.140245, -0, 0.00569547, -0.147133, 0.137665, 0.162292, 0.0562259, -0.621174, -0.0445922, -1.52503, -2.62608e-06, -1.57192, -0.564949, 0.102972, 2.64374e-05, -6.93013e-06, -0.149014, 0.131612, -0.139155, 6.82504e-07, 0.00753512, -0.149021, 
72.63, 0.147808, 0.162329, 0.0561154, -0.634541, -0.0323079, -1.53808, 2.37311e-05, -1.57433, -0.576445, 0.101916, 0.00044215, -0.00245639, -0.154507, 0.125191, -0.130737, -0, 0.00854321, -0.151879, 0.147961, 0.162295, 0.0562249, -0.636372, -0.0316524, -1.5386, -2.54463e-06, -1.57129, -0.580148, 0.102962, 2.88258e-05, -1.20374e-05, -0.154987, 0.127157, -0.13233, 8.32684e-07, 0.00516461, -0.154999, 
72.73, 0.157915, 0.162367, 0.0560517, -0.650154, -0.0200123, -1.55084, 2.18326e-05, -1.57381, -0.59208, 0.10081, 0.00044215, -0.00122819, -0.161638, 0.125191, -0.122814, 0.00284774, 0.00569547, -0.159473, 0.158257, 0.162298, 0.0562236, -0.652179, -0.0191669, -1.5515, -2.44832e-06, -1.57088, -0.595956, 0.102956, 3.18007e-05, -1.45433e-05, -0.161183, 0.122522, -0.125541, 9.81451e-07, 0.00300875, -0.161198, 
72.83, 0.168353, 0.162381, 0.0561153, -0.666762, -0.00774597, -1.56337, 1.99342e-05, -1.57344, -0.608595, 0.107442, -0.0008843, 0.00214934, -0.171939, 0.125983, -0.123606, -0, 0.00379698, -0.174661, 0.168723, 0.162302, 0.056223, -0.668895, -0.00696114, -1.56391, -2.36837e-06, -1.57068, -0.612673, 0.108668, 5.21527e-05, 2.99311e-05, -0.177122, 0.124084, -0.125194, 2.84015e-07, 0.00110279, -0.177092, 
72.93, 0.179553, 0.162411, 0.0560451, -0.685479, 0.00480478, -1.5759, 2.08834e-05, -1.57326, -0.627441, 0.11308, -0.000552688, -0.00199582, -0.194917, 0.12836, -0.120437, -0, -0, -0.194595, 0.179949, 0.16231, 0.0562334, -0.687604, 0.00554888, -1.57643, -2.31863e-06, -1.57067, -0.631371, 0.114942, 0.000114892, 0.000170491, -0.195778, 0.124892, -0.124, 7.78497e-07, -0.000896288, -0.195607, 
73.03, 0.191325, 0.162368, 0.0561099, -0.705752, 0.017373, -1.58829, 2.08834e-05, -1.57322, -0.647672, 0.122144, -0.000773763, 0.00260991, -0.211556, 0.125191, -0.127568, -0, -0, -0.210733, 0.191712, 0.162319, 0.0562373, -0.708052, 0.0180062, -1.5887, -2.22795e-06, -1.57086, -0.651815, 0.122409, -0.000162622, -0.000662351, -0.215698, 0.127105, -0.124162, 5.01653e-07, -0.00294566, -0.21636, 
73.13, 0.203934, 0.162284, 0.0559503, -0.727935, 0.0302026, -1.60081, 2.56296e-05, -1.57323, -0.67002, 0.126676, -0.00221075, -0.00214934, -0.228988, 0.130737, -0.124398, -0, -0, -0.231616, 0.204293, 0.162234, 0.0560186, -0.730336, 0.0309307, -1.60122, -2.14545e-06, -1.57126, -0.674318, 0.128031, -0.00124362, -0.00301494, -0.230069, 0.128769, -0.123627, 1.23766e-06, -0.00514267, -0.233088, 
73.23, 0.217227, 0.1621, 0.0556279, -0.752168, 0.0432407, -1.61308, 2.75281e-05, -1.57326, -0.694628, 0.137288, -0.00331613, -0.000614097, -0.262266, 0.131529, -0.123606, -0, -0.00284774, -0.262941, 0.217699, 0.16211, 0.0557312, -0.755084, 0.0439061, -1.61357, -2.05589e-06, -1.57189, -0.699353, 0.138813, -0.00113018, -0.00246653, -0.263847, 0.128552, -0.121297, 1.37612e-06, -0.00725415, -0.266313, 
73.33, 0.231374, 0.16197, 0.0555239, -0.779456, 0.0554951, -1.62471, 3.32236e-05, -1.57337, -0.722226, 0.145467, -0.0008843, -0.00214934, -0.28366, 0.122021, -0.109344, -0, -0.00284774, -0.286672, 0.231779, 0.162021, 0.0555524, -0.782713, 0.0562709, -1.62514, -1.79163e-06, -1.57269, -0.727161, 0.141635, -0.000632656, -0.00108518, -0.286712, 0.117471, -0.108975, 3.74953e-06, -0.00850151, -0.287797, 
73.43, 0.24596, 0.161945, 0.0555236, -0.809403, 0.0671172, -1.63508, 3.79698e-05, -1.57359, -0.752174, 0.149447, -0.00132645, -0.000921146, -0.313769, 0.111721, -0.106174, 0.00379698, -0.00379698, -0.317048, 0.246236, 0.161979, 0.0554995, -0.812864, 0.0675377, -1.63551, -1.42146e-06, -1.57358, -0.757365, 0.149281, -0.000278415, -0.000158043, -0.319959, 0.109107, -0.0996378, 3.55277e-06, -0.00947723, -0.320117, 
73.53, 0.261374, 0.162036, 0.0560824, -0.843795, 0.0768226, -1.64413, 4.74623e-05, -1.5739, -0.786231, 0.156521, 0.0026529, 0.00798327, -0.360517, 0.0855733, -0.0744805, -0, -0.00569547, -0.355018, 0.261411, 0.162111, 0.055976, -0.847368, 0.0771267, -1.6442, -8.822e-07, -1.57448, -0.791392, 0.153498, 0.00234142, 0.00749582, -0.363699, 0.084887, -0.0764741, 6.7405e-06, -0.0084324, -0.356202, 
73.63, 0.276952, 0.162251, 0.0568217, -0.880968, 0.0848396, -1.65117, 5.4107e-05, -1.57422, -0.822514, 0.153426, 0.000663225, 0.00307049, -0.375572, 0.0689341, -0.066557, -0, -0, -0.368307, 0.276826, 0.162341, 0.0566439, -0.884548, 0.0849352, -1.6512, -1.68428e-07, -1.57529, -0.827904, 0.154128, 0.00193635, 0.0051222, -0.376483, 0.0721671, -0.064292, 7.14138e-06, -0.00790268, -0.371361, 
73.73, 0.292251, 0.162417, 0.05719, -0.918427, 0.0915959, -1.65703, 4.17668e-05, -1.57456, -0.8594, 0.152321, 0.00110538, 0, -0.378741, 0.066557, -0.0562565, -0, -0.00759396, -0.3778, 0.292162, 0.162469, 0.0569484, -0.922329, 0.0916328, -1.65714, 5.07913e-07, -1.57605, -0.865381, 0.152477, 0.000613002, 0.0010814, -0.378901, 0.0616909, -0.0544297, 6.22747e-06, -0.00729115, -0.37782, 
73.83, 0.307459, 0.162385, 0.0571144, -0.95648, 0.0972881, -1.66213, 6.83457e-05, -1.57491, -0.897396, 0.150994, -0.00110538, -0.00153524, -0.383495, 0.0467484, -0.0475407, -0, -0, -0.3778, 0.307327, 0.162479, 0.0569213, -0.96045, 0.0971968, -1.66203, 1.08289e-06, -1.57673, -0.903529, 0.150954, -0.000287838, -0.00123681, -0.384575, 0.0490495, -0.0429267, 5.28537e-06, -0.0061541, -0.385812, 
73.93, 0.322664, 0.162368, 0.056991, -0.99557, 0.101582, -1.66577, 5.60055e-05, -1.57529, -0.936464, 0.151657, -0.000221075, -0.00184229, -0.396965, 0.0396173, -0.0340709, -0, -0, -0.396785, 0.322384, 0.162435, 0.0567706, -0.99945, 0.101337, -1.66564, 1.58384e-06, -1.57726, -0.94268, 0.150335, -0.000489804, -0.00151181, -0.396247, 0.0333099, -0.0289749, 4.75699e-06, -0.00436906, -0.397759, 
74.03, 0.337652, 0.162258, 0.0566993, -1.03559, 0.104235, -1.66818, 9.77723e-05, -1.57554, -0.976706, 0.149778, -0.000994838, -0.00291696, -0.403304, 0.0221857, -0.0198086, 0.00379698, -0, -0.407226, 0.33743, 0.162375, 0.0565428, -1.03963, 0.103933, -1.66789, 2.02064e-06, -1.57761, -0.983092, 0.150808, -0.000926508, -0.00448869, -0.405351, 0.0203156, -0.0176037, 3.73227e-06, -0.00274823, -0.409839, 
74.13, 0.352821, 0.162185, 0.0560978, -1.07684, 0.105827, -1.66932, 8.25844e-05, -1.57571, -1.01817, 0.151879, 0.000221075, -0.00583392, -0.416774, 0.00950815, -0.00316938, -0, -0.00474623, -0.416719, 0.352531, 0.162274, 0.056016, -1.08071, 0.10521, -1.669, 2.38e-06, -1.57778, -1.0247, 0.151093, -0.000931368, -0.00510356, -0.417416, 0.00402661, -0.00348108, 3.58842e-06, -0.000583678, -0.42252, 
74.23, 0.367931, 0.162177, 0.0556678, -1.11965, 0.105829, -1.66935, 0.000106316, -1.57573, -1.06148, 0.151768, 0.000994838, -0.00445221, -0.434205, -0.00475407, 0.00396173, -0, -0.00379698, -0.430008, 0.367634, 0.162208, 0.0556287, -1.12321, 0.104604, -1.66847, 2.73879e-06, -1.57771, -1.06758, 0.150955, -0.000370879, -0.00247253, -0.432307, -0.0163259, 0.0141359, 3.52443e-06, 0.00214701, -0.434779, 
74.33, 0.382828, 0.162203, 0.0554716, -1.16311, 0.104166, -1.66828, 0.000102519, -1.57571, -1.1049, 0.147457, -0.000221075, 0.000307049, -0.442921, -0.0356555, 0.0198086, -0, -0, -0.443298, 0.38272, 0.162196, 0.0555075, -1.16707, 0.101974, -1.66619, 3.06181e-06, -1.57736, -1.11156, 0.15076, 8.72955e-05, -0.000170333, -0.444159, -0.0359194, 0.0312195, 2.87192e-06, 0.00465253, -0.44433, 
74.43, 0.397742, 0.162255, 0.055461, -1.20788, 0.0999425, -1.66513, 0.000142387, -1.57564, -1.14967, 0.151105, 0.00165806, 0.00107467, -0.44926, -0.0538795, 0.0419943, -0, -0, -0.453739, 0.397789, 0.162214, 0.0555438, -1.21189, 0.0975007, -1.66229, 3.29421e-06, -1.57679, -1.15634, 0.150635, 0.000222842, 0.000660667, -0.451495, -0.0531775, 0.0465226, 1.78731e-06, 0.0066052, -0.450835, 
74.53, 0.41274, 0.16231, 0.0555442, -1.25339, 0.0942844, -1.66009, 0.000141438, -1.57548, -1.19503, 0.147678, 0.00044215, -0.00276344, -0.453222, -0.0625953, 0.0602183, -0, 0.00284774, -0.45279, 0.412849, 0.162234, 0.0556051, -1.25725, 0.0913976, -1.65693, 3.411e-06, -1.57606, -1.20165, 0.150581, 0.000145267, 0.000462854, -0.455372, -0.0686858, 0.0606258, 6.26005e-07, 0.00800964, -0.45491, 
74.63, 0.427623, 0.162343, 0.0554872, -1.29896, 0.0867404, -1.65344, 0.00016327, -1.5752, -1.24062, 0.15022, -0.000331613, -0.000767622, -0.457183, -0.0816116, 0.0736881, -0, 0.00474623, -0.464181, 0.427907, 0.162242, 0.0556283, -1.30289, 0.0837876, -1.65017, 3.4167e-06, -1.57521, -1.24726, 0.150575, 3.41209e-05, 8.47802e-06, -0.457127, -0.0834529, 0.074473, -4.03109e-07, 0.00892986, -0.457119, 
74.73, 0.442697, 0.162368, 0.0554379, -1.34486, 0.0776197, -1.64527, 0.000149981, -1.57479, -1.28648, 0.152984, 0.00044215, -0.000921146, -0.45956, -0.0950815, 0.0863657, -0, 0.00379698, -0.459435, 0.442965, 0.162243, 0.0556134, -1.34863, 0.0747142, -1.64202, 3.32739e-06, -1.57429, -1.29302, 0.150596, -1.45527e-05, -0.000262575, -0.457384, -0.0979863, 0.0885816, -1.2647e-06, 0.00935499, -0.457646, 
74.83, 0.457705, 0.162347, 0.0554343, -1.39109, 0.0670736, -1.63569, 0.000160422, -1.57429, -1.33273, 0.149115, 0.000994838, -0.000153524, -0.452429, -0.111721, 0.100628, -0, 0.00854321, -0.462283, 0.458026, 0.162242, 0.055584, -1.39432, 0.0641991, -1.63245, 3.15824e-06, -1.57336, -1.33874, 0.15063, 7.18415e-07, -0.000293018, -0.456154, -0.112253, 0.102992, -1.99444e-06, 0.00921104, -0.456448, 
74.93, 0.472589, 0.162366, 0.0554026, -1.43621, 0.0554151, -1.62476, 0.000152829, -1.57375, -1.37797, 0.151105, 0.000110538, 0.00107467, -0.452429, -0.12836, 0.122814, -0, 0.00474623, -0.459435, 0.473091, 0.162244, 0.0555588, -1.4398, 0.052281, -1.62142, 2.92086e-06, -1.57247, -1.38425, 0.150666, 4.13755e-05, -0.000201714, -0.453279, -0.126004, 0.117537, -2.62022e-06, 0.00841877, -0.453481, 
75.03, 0.48774, 0.162318, 0.0554125, -1.4819, 0.042072, -1.61215, 0.000168966, -1.57327, -1.42364, 0.149778, -0.000110538, 0.00168877, -0.446883, -0.140245, 0.126775, -0, -0, -0.456587, 0.48816, 0.16225, 0.0555438, -1.48492, 0.0390222, -1.60894, 2.62545e-06, -1.5717, -1.42937, 0.1507, 7.56944e-05, -0.000103699, -0.448712, -0.139046, 0.13207, -3.14393e-06, 0.00692836, -0.448816, 
75.13, 0.502724, 0.162325, 0.0554662, -1.52616, 0.0276711, -1.59834, 0.000152829, -1.57287, -1.46801, 0.151989, 0.000331613, 0.00168877, -0.443713, -0.1553, 0.151338, -0, 0.00664472, -0.44045, 0.503231, 0.162258, 0.0555366, -1.52949, 0.0244978, -1.59501, 2.28273e-06, -1.57111, -1.47396, 0.150731, 9.34002e-05, -4.57967e-05, -0.442571, -0.151314, 0.146546, -3.55624e-06, 0.00472097, -0.442617, 
75.23, 0.51793, 0.162268, 0.0554521, -1.57059, 0.0118178, -1.58292, 0.000169915, -1.57267, -1.51254, 0.151657, -0.0008843, 0.000921146, -0.427074, -0.164016, 0.157677, -0, 0.00379698, -0.429059, 0.518457, 0.162268, 0.0555334, -1.57382, 0.00862142, -1.57947, 1.9003e-06, -1.57077, -1.51829, 0.150763, 9.84805e-05, -2.25783e-05, -0.434982, -0.16295, 0.161141, -3.85498e-06, 0.00176339, -0.435005, 
75.33, 0.533028, 0.162288, 0.0555413, -1.61349, -0.00490937, -1.56617, 0.000161372, -1.57262, -1.55544, 0.152763, 0.000221075, 0.00245639, -0.42549, -0.174316, 0.171939, -0, -0, -0.432856, 0.533384, 0.162278, 0.0555316, -1.61647, -0.00804693, -1.56281, 1.50138e-06, -1.57077, -1.56094, 0.150796, 9.77875e-05, -1.33253e-05, -0.426415, -0.173678, 0.175473, -4.03863e-06, -0.00183791, -0.426429, 
75.43, 0.548134, 0.162207, 0.0556065, -1.65576, -0.0226983, -1.54789, 0.000170864, -1.57265, -1.59787, 0.153094, -0.000110538, 0.00322401, -0.41202, -0.186201, 0.190955, -0, -0, -0.418617, 0.548465, 0.162287, 0.0555308, -1.65864, -0.0259303, -1.54454, 1.08467e-06, -1.57117, -1.60311, 0.150831, 9.51443e-05, -3.26367e-06, -0.416829, -0.18389, 0.190018, -4.12799e-06, -0.00616921, -0.416833, 
75.53, 0.563368, 0.162217, 0.0556472, -1.69714, -0.0416203, -1.52817, 0.000162321, -1.57285, -1.63925, 0.15022, -0.00121591, -0.00260991, -0.40885, -0.19254, 0.20601, -0, -0.00474623, -0.404379, 0.56355, 0.162297, 0.0555311, -1.69981, -0.0448056, -1.5248, 6.62724e-07, -1.57203, -1.64428, 0.150868, 9.09242e-05, 1.08695e-05, -0.406486, -0.193522, 0.204664, -4.14192e-06, -0.0111818, -0.406475, 
75.63, 0.578539, 0.162148, 0.056016, -1.7376, -0.0615771, -1.50689, 0.000170864, -1.57346, -1.67959, 0.153316, -0.000994838, 0.0056804, -0.400927, -0.20284, 0.217103, -0, -0.00664472, -0.403429, 0.57862, 0.162264, 0.0558381, -1.74014, -0.0646897, -1.50352, 2.51037e-07, -1.57343, -1.68431, 0.150572, -0.000657123, 0.00542605, -0.399553, -0.203851, 0.220792, -3.96073e-06, -0.0169792, -0.394127, 
75.73, 0.593863, 0.162109, 0.0565837, -1.77763, -0.0825759, -1.48383, 0.000166118, -1.5747, -1.71913, 0.149889, -0.0008843, 0.00153524, -0.391419, -0.215518, 0.239288, -0, -0.0170864, -0.392988, 0.593681, 0.162196, 0.0563776, -1.77953, -0.0855003, -1.4807, -1.51816e-07, -1.57544, -1.72315, 0.150706, -0.000604161, 0.00460321, -0.387617, -0.21213, 0.235419, -3.94831e-06, -0.0233249, -0.383015, 
75.83, 0.6089, 0.162031, 0.056894, -1.81544, -0.103946, -1.45983, 0.000168966, -1.57671, -1.75686, 0.152873, -0.000110538, 0.00291696, -0.377949, -0.221064, 0.248004, -0, -0.0237311, -0.378749, 0.608767, 0.162152, 0.05669, -1.81761, -0.107092, -1.45644, -5.54358e-07, -1.57811, -1.76092, 0.151009, -0.000265676, 0.00163494, -0.373974, -0.219667, 0.249854, -3.93362e-06, -0.0302203, -0.37234, 
75.93, 0.624055, 0.162023, 0.0568977, -1.85229, -0.126231, -1.4341, 0.000180357, -1.57956, -1.79383, 0.151768, 0.000552688, -0.00107467, -0.364479, -0.228988, 0.263851, -0.00379698, -0.0332236, -0.358815, 0.623878, 0.162139, 0.0567394, -1.85434, -0.129433, -1.43071, -9.5181e-07, -1.58151, -1.7976, 0.151189, -2.69703e-05, -0.000377958, -0.360747, -0.227155, 0.264852, -3.84572e-06, -0.0377276, -0.361125, 
76.03, 0.639299, 0.162101, 0.0568066, -1.88793, -0.149516, -1.40687, 0.000168966, -1.58322, -1.82967, 0.151215, 0.000221075, -0.00122819, -0.34784, -0.234534, 0.275736, -0, -0.0455638, -0.349322, 0.638999, 0.162141, 0.0566666, -1.88979, -0.152525, -1.40345, -1.33742e-06, -1.58568, -1.83313, 0.151191, 3.78032e-05, -0.000864991, -0.348373, -0.234682, 0.280529, -3.70626e-06, -0.045876, -0.349239, 
76.13, 0.654486, 0.162107, 0.0566542, -1.92268, -0.173437, -1.3777, 0.00017656, -1.58777, -1.86466, 0.150994, 0.00044215, -0.00122819, -0.337539, -0.240873, 0.299507, -0, -0.046513, -0.342678, 0.654114, 0.162143, 0.0565946, -1.92404, -0.176368, -1.37459, -1.70793e-06, -1.5907, -1.86744, 0.151109, 2.34417e-06, -0.000506775, -0.336571, -0.24217, 0.296809, -3.55709e-06, -0.0546663, -0.337078, 
76.23, 0.669417, 0.162119, 0.0565891, -1.95564, -0.197926, -1.34757, 0.000187951, -1.59319, -1.89776, 0.151547, -0.00187914, 0.00230286, -0.327239, -0.251174, 0.313769, -0, -0.0598025, -0.332236, 0.669221, 0.162141, 0.0565683, -1.95711, -0.200956, -1.34407, -2.06477e-06, -1.59663, -1.90055, 0.151039, -5.19972e-05, -4.10072e-05, -0.325017, -0.249597, 0.313672, -3.44339e-06, -0.064101, -0.325059, 
76.33, 0.684562, 0.162169, 0.0565487, -1.988, -0.223388, -1.31498, 0.000171813, -1.60002, -1.93037, 0.14812, -0.0017686, -0.000307049, -0.312184, -0.253551, 0.328823, -0, -0.0730919, -0.313251, 0.684323, 0.162134, 0.0565786, -1.98904, -0.226287, -1.31183, -2.4126e-06, -1.60354, -1.93247, 0.151018, -8.77595e-05, 0.000203042, -0.313579, -0.257023, 0.331202, -3.38482e-06, -0.0742037, -0.313376, 
76.43, 0.699572, 0.16217, 0.0565852, -2.01889, -0.249592, -1.2809, 0.000177509, -1.6081, -1.96143, 0.151879, 0.00044215, 0, -0.303468, -0.26702, 0.350217, -0, -0.0873306, -0.306606, 0.699426, 0.162124, 0.0566017, -2.01983, -0.252364, -1.2778, -2.75712e-06, -1.6115, -1.96323, 0.151034, -0.000103405, 0.000235384, -0.302283, -0.264556, 0.349556, -3.38544e-06, -0.0850226, -0.302049, 
76.53, 0.714558, 0.162211, 0.0565086, -2.04875, -0.276385, -1.24511, 0.000185103, -1.61705, -1.99139, 0.147125, -0.000994838, -0.00168877, -0.291583, -0.267813, 0.368441, -0.00284774, -0.0920768, -0.299012, 0.714531, 0.162113, 0.0566229, -2.04951, -0.279206, -1.24188, -3.10426e-06, -1.62057, -1.99289, 0.151062, -0.000110285, 0.000183364, -0.291221, -0.272324, 0.368935, -3.44665e-06, -0.096632, -0.291039, 
76.63, 0.729524, 0.162241, 0.0564616, -2.07735, -0.30407, -1.20717, 0.000189849, -1.62712, -2.02025, 0.150331, 0.00132645, 0.000307049, -0.281283, -0.28366, 0.385872, -0, -0.112011, -0.278129, 0.729638, 0.162102, 0.0566389, -2.07809, -0.306842, -1.20397, -3.46027e-06, -1.63085, -2.02145, 0.151089, -0.000117936, 0.000143514, -0.280473, -0.280473, 0.38959, -3.57481e-06, -0.109136, -0.280331, 
76.73, 0.744421, 0.162224, 0.0565083, -2.10479, -0.332226, -1.16756, 0.000193646, -1.6387, -2.04779, 0.145467, -0.00154753, -0.000307049, -0.272567, -0.286829, 0.408058, -0, -0.1253, -0.270535, 0.744729, 0.162089, 0.056653, -2.10558, -0.335282, -1.16397, -3.82395e-06, -1.64242, -2.04893, 0.143502, -0.000127134, 0.000134031, -0.256494, -0.274588, 0.39105, -3.44324e-07, -0.116486, -0.256361, 
76.83, 0.751836, 0.162228, 0.0564382, -2.12034, -0.348627, -1.14578, 0.000198392, -1.6452, -2.06234, 0.00784816, 0.000110538, -0.00690859, -0.0380326, -0.0348632, 0.045956, -0, -0.0227819, -0.0389191, 0.752028, 0.162111, 0.0565419, -2.1184, -0.349344, -1.14382, -2.71584e-06, -1.64851, -2.06186, 0.0120769, 0.000633948, -0.00258849, -0.0188053, -0.0232408, 0.0335059, 1.21703e-05, -0.0101812, -0.0213917, 
76.93, 0.749584, 0.162336, 0.0561038, -2.11908, -0.346226, -1.14963, 0.000194595, -1.64441, -2.06064, -0.0432202, 0.000552688, -0.00230286, 0.0467484, 0.0649723, -0.10142, -0, 0.0237311, 0.0522085, 0.749784, 0.162189, 0.0562409, -2.11417, -0.344967, -1.15011, -1.83382e-06, -1.64657, -2.05793, -0.043703, 0.000740227, -0.00279404, 0.0796779, 0.0847825, -0.121747, 6.08992e-06, 0.0371332, 0.0768868, 
77.03, 0.745284, 0.162319, 0.0559257, -2.11282, -0.338445, -1.16054, 0.000186052, -1.642, -2.05505, -0.0392408, 0.000110538, -0.00291696, 0.0649723, 0.0768575, -0.102213, -0, 0.0189849, 0.0484115, 0.745341, 0.162241, 0.0560463, -2.10611, -0.336393, -1.16238, -1.3751e-06, -1.64286, -2.05007, -0.0385965, 0.000304245, -0.00108703, 0.0698566, 0.0741246, -0.105663, 3.36081e-06, 0.0316854, 0.068772, 
77.13, 0.742614, 0.162325, 0.0558644, -2.10772, -0.332915, -1.16782, 0.000183204, -1.6408, -2.05212, -0.0137067, 0.000663225, 0.000614097, 0.0324862, 0.0348632, -0.0404096, -0, 0.00569547, 0.00949246, 0.742684, 0.162255, 0.0559988, -2.10131, -0.331303, -1.16962, -1.11814e-06, -1.6407, -2.04531, -0.0142544, 1.98819e-05, -2.14669e-05, 0.0256207, 0.0272425, -0.0386624, 1.97921e-06, 0.011517, 0.0256008, 
77.23, 0.742127, 0.162247, 0.0559811, -2.10611, -0.331439, -1.16953, 0.000182255, -1.64078, -2.05225, 0.00187914, -0.000110538, -0.000460573, 0.00316938, -0, 0, -0, -0, -0.0104417, 0.742228, 0.162252, 0.0560165, -2.10051, -0.33043, -1.17086, -9.38281e-07, -1.64033, -2.04449, 0.00298645, -6.91418e-05, 0.000287938, -0.00563209, -0.00565488, 0.00802045, 1.75314e-06, -0.0023085, -0.00534325, 
77.33, 0.742645, 0.162192, 0.0560247, -2.10611, -0.331672, -1.16904, 0.000186052, -1.64109, -2.05347, 0.00740601, -0.000331613, 0.000767622, -0, -0.00554642, 0.00950815, -0, -0.00474623, -0.0113909, 0.742848, 0.162245, 0.0560445, -2.10165, -0.331608, -1.16917, -7.56827e-07, -1.64082, -2.04562, 0.00758082, -6.09638e-05, 0.000234377, -0.013823, -0.0144315, 0.0204884, 1.81249e-06, -0.00602027, -0.0135881, 
77.43, 0.743299, 0.162139, 0.0561004, -2.10629, -0.332436, -1.16806, 0.000185103, -1.64135, -2.05459, 0.00552688, -0.00110538, 0.00122819, -0.00316938, -0.00792345, 0.00792345, -0, -0.00284774, -0.00664472, 0.7435, 0.162241, 0.0560603, -2.10283, -0.332851, -1.16742, -5.87571e-07, -1.64134, -2.04677, 0.00484099, -2.24578e-05, 7.81353e-05, -0.00874855, -0.00921528, 0.013097, 1.55714e-06, -0.00385153, -0.00866991, 
77.53, 0.74369, 0.162095, 0.0561874, -2.10643, -0.332974, -1.16748, 0.000186052, -1.64139, -2.05505, 0.0017686, -0.000221075, -0.000307049, -0, -0.00237704, 0.00316938, -0, -0, -0, 0.743783, 0.16224, 0.0560619, -2.10334, -0.333389, -1.16666, -4.53627e-07, -1.64156, -2.04728, 0.000998857, 6.13638e-06, -3.10503e-05, -0.00176179, -0.00187746, 0.00266996, 1.12014e-06, -0.000764079, -0.00179237, 
77.63, 0.743614, 0.162085, 0.0561423, -2.10643, -0.333024, -1.1674, 0.000185103, -1.64138, -2.05508, -0.00132645, -0.000221075, 0.000921146, -0, -0, 0, -0, -0, -0, 0.743765, 0.162241, 0.056057, -2.10331, -0.33335, -1.16671, -3.60596e-07, -1.64154, -2.04725, -0.000999277, 1.32443e-05, -5.45167e-05, 0.00183844, 0.00193707, -0.00275363, 7.66343e-07, 0.000842407, 0.00178433, 
77.73, 0.743592, 0.162097, 0.0561455, -2.10643, -0.333019, -1.16741, 0.000185103, -1.64138, -2.05507, 0.000663225, 0.000221075, 0.00122819, -0, -0, 0, -0, -0, -0, 0.743646, 0.162242, 0.0560525, -2.10309, -0.333121, -1.16704, -2.94936e-07, -1.64144, -2.04704, -0.00115007, 8.03577e-06, -3.12174e-05, 0.00208821, 0.0022184, -0.0031531, 5.69523e-07, 0.000956317, 0.00205733, 
77.83, 0.743726, 0.162085, 0.0562555, -2.10642, -0.333007, -1.16741, 0.000186052, -1.64138, -2.05507, -0.000221075, -0.00132645, -0.000307049, -0, -0, 0, -0, -0, -0, 0.74356, 0.162243, 0.0560508, -2.10293, -0.332955, -1.16728, -2.43186e-07, -1.64137, -2.04688, -0.000533184, 1.469e-06, -4.46532e-06, 0.000959143, 0.00103385, -0.00146913, 4.75562e-07, 0.000452256, 0.000954945, 
77.93, 0.743621, 0.16211, 0.0561078, -2.10641, -0.333003, -1.16741, 0.000184154, -1.64138, -2.05507, -0.00210021, 0.00210021, -0.000767622, -0, -0, 0, -0, -0, -0, 0.743536, 0.162243, 0.0560512, -2.10289, -0.332908, -1.16734, -1.98706e-07, -1.64135, -2.04684, 5.46875e-06, -1.7509e-06, 7.95736e-06, -1.72351e-05, 9.48589e-07, -1.12956e-06, 4.1532e-07, 1.3224e-05, -9.0696e-06, 
78.03, 0.743641, 0.16219, 0.0560955, -2.10641, -0.333004, -1.16741, 0.000183204, -1.64138, -2.05507, 0.000663225, 0.000663225, 0.000307049, -0, -0, 0, -0, -0, -0, 0.743549, 0.162242, 0.056052, -2.10291, -0.332932, -1.16731, -1.60206e-07, -1.64136, -2.04686, 0.000200444, -1.89422e-06, 7.90676e-06, -0.000366535, -0.000373835, 0.000531496, 3.53566e-07, -0.000147483, -0.000358465, 
